time,value,n
2006-01-01,27.938461538461535,65
2006-02-01,28.876923076923074,130
2006-03-01,27.207692307692312,130
2006-04-01,25.99230769230769,130
2006-05-01,25.038461538461544,130
2006-06-01,29.538461538461537,130
2006-07-01,31.76923076923077,130
2006-08-01,32.50769230769231,130
2006-09-01,31.323076923076925,130
2006-10-01,24.823076923076933,130
2006-11-01,26.892307692307693,130
2006-12-01,31.461538461538442,130
2007-01-01,30.942446043165468,139
2007-02-01,25.621621621621614,148
2007-03-01,26.791946308724828,149
2007-04-01,31.313333333333333,150
2007-05-01,30.801324503311257,151
2007-06-01,35.98026315789474,152
2007-07-01,33.12418300653597,153
2007-08-01,30.649350649350655,154
2007-09-01,28.116129032258065,155
2007-10-01,27.115384615384617,156
2007-11-01,32.47133757961784,157
2007-12-01,41.38607594936709,158
2008-01-01,29.39240506329115,158
2008-02-01,30.189873417721497,158
2008-03-01,31.44303797468355,158
2008-04-01,25.981012658227847,158
2008-05-01,32.35443037974684,158
2008-06-01,35.50632911392405,158
2008-07-01,36.50632911392405,158
2008-08-01,36.83544303797466,158
2008-09-01,35.26582278481012,158
2008-10-01,31.60126582278481,158
2008-11-01,30.189873417721525,158
2008-12-01,39.62025316455694,158
2009-01-01,36.06329113924053,158
2009-02-01,33.18987341772151,158
2009-03-01,30.018987341772124,158
2009-04-01,31.53797468354432,158
2009-05-01,29.974683544303797,158
2009-06-01,30.101265822784814,158
2009-07-01,36.48101265822785,158
2009-08-01,39.9873417721519,158
2009-09-01,33.34177215189873,158
2009-10-01,29.822784810126578,158
2009-11-01,33.04430379746837,158
2009-12-01,45.19620253164558,158
2010-01-01,36.0632911392405,158
2010-02-01,33.06962025316456,158
2010-03-01,33.58227848101267,158
2010-04-01,29.265822784810126,158
2010-05-01,33.36708860759494,158
2010-06-01,37.78481012658226,158
2010-07-01,44.715189873417714,158
2010-08-01,43.34177215189875,158
2010-09-01,43.22151898734178,158
2010-10-01,38.98101265822783,158
2010-11-01,38.753164556962034,158
2010-12-01,58.79113924050633,158
2011-01-01,42.10759493670885,158
2011-02-01,38.658227848101255,158
2011-03-01,40.348101265822805,158
2011-04-01,40.74050632911393,158
2011-05-01,40.645569620253156,158
2011-06-01,48.01898734177215,158
2011-07-01,48.00632911392406,158
2011-08-01,45.582278481012665,158
2011-09-01,44.905063291139264,158
2011-10-01,49.9746835443038,158
2011-11-01,45.24050632911392,158
2011-12-01,65.21518987341773,158
2012-01-01,56.14556962025314,158
2012-02-01,52.664556962025316,158
2012-03-01,44.77215189873419,158
2012-04-01,45.87974683544305,158
2012-05-01,45.58860759493671,158
2012-06-01,49.72784810126582,158
2012-07-01,60.21518987341772,158
2012-08-01,56.537974683544306,158
2012-09-01,52.39240506329115,158
2012-10-01,52.30379746835445,158
2012-11-01,47.37341772151899,158
2012-12-01,69.67088607594938,158
2013-01-01,55.379746835443036,158
2013-02-01,54.45569620253165,158
2013-03-01,50.234177215189874,158
2013-04-01,47.145569620253184,158
2013-05-01,55.20253164556961,158
2013-06-01,53.80379746835443,158
2013-07-01,60.398734177215204,158
2013-08-01,66.24683544303798,158
2013-09-01,54.9873417721519,158
2013-10-01,53.537974683544306,158
2013-11-01,58.41139240506329,158
2013-12-01,71.5886075949367,158
2014-01-01,59.81012658227848,158
2014-02-01,54.0126582278481,158
2014-03-01,50.94936708860758,158
2014-04-01,54.41139240506329,158
2014-05-01,56.98101265822785,158
2014-06-01,61.44936708860761,158
2014-07-01,67.48101265822785,158
2014-08-01,68.82911392405065,158
2014-09-01,62.164556962025316,158
2014-10-01,56.96835443037976,158
2014-11-01,59.00632911392405,158
2014-12-01,79.79746835443035,158
2015-01-01,68.65822784810126,158
2015-02-01,57.8860759493671,158
2015-03-01,57.25949367088607,158
2015-04-01,60.49367088607595,158
2015-05-01,61.75949367088607,158
2015-06-01,62.27215189873415,158
2015-07-01,76.84810126582279,158
2015-08-01,74.9873417721519,158
2015-09-01,69.39873417721516,158
2015-10-01,63.670886075949355,158
2015-11-01,61.620253164556964,158
2015-12-01,79.29113924050634,158
2016-01-01,75.4493670886076,158
2016-02-01,61.69620253164557,158
2016-03-01,59.81645569620253,158
2016-04-01,60.715189873417735,158
2016-05-01,67.84177215189874,158
2016-06-01,67.28481012658227,158
2016-07-01,80.39240506329112,158
2016-08-01,75.85443037974687,158
2016-09-01,69.71518987341774,158
2016-10-01,68.18354430379746,158
2016-11-01,67.16455696202532,158
2016-12-01,91.98101265822781,158
2017-01-01,79.0886075949367,158
2017-02-01,71.12658227848098,158
2017-03-01,60.63291139240505,158
2017-04-01,71.74050632911394,158
2017-05-01,66.08227848101264,158
2017-06-01,75.26582278481014,158
2017-07-01,83.86708860759495,158
2017-08-01,78.78481012658226,158
2017-09-01,78.30379746835445,158
2017-10-01,69.53797468354429,158
