time,value,n
2006-01-01,70,51
2006-02-01,76.54901960784315,102
2006-03-01,78.75490196078431,102
2006-04-01,81.91176470588235,102
2006-05-01,68.9019607843137,102
2006-06-01,52.470588235294116,102
2006-07-01,79.21568627450982,102
2006-08-01,76.66666666666667,102
2006-09-01,59.58823529411766,102
2006-10-01,65.44117647058823,102
2006-11-01,70.98039215686275,102
2006-12-01,74.46078431372547,102
2007-01-01,67.38181818181816,110
2007-02-01,70.79661016949157,118
2007-03-01,62.15126050420167,119
2007-04-01,56.85,120
2007-05-01,57.17355371900826,121
2007-06-01,58.38524590163934,122
2007-07-01,89.61788617886181,123
2007-08-01,72.6693548387097,124
2007-09-01,59.864000000000004,125
2007-10-01,66.5079365079365,126
2007-11-01,56.40157480314961,127
2007-12-01,66.68750000000003,128
2008-01-01,67.50781250000001,128
2008-02-01,79.72656249999999,128
2008-03-01,72.64062499999999,128
2008-04-01,49.60937499999999,128
2008-05-01,55.875,128
2008-06-01,48.523437499999986,128
2008-07-01,82.28906250000003,128
2008-08-01,85.25,128
2008-09-01,58.45312500000001,128
2008-10-01,67.35156250000003,128
2008-11-01,74.43749999999999,128
2008-12-01,82.91406249999997,128
2009-01-01,83.30468750000003,128
2009-02-01,85.1328125,128
2009-03-01,76.2421875,128
2009-04-01,61.07812500000001,128
2009-05-01,70.09375,128
2009-06-01,68.7421875,128
2009-07-01,99.5,128
2009-08-01,85.21875,128
2009-09-01,77.66406250000003,128
2009-10-01,81.45312499999997,128
2009-11-01,82.96875,128
2009-12-01,93.71093750000007,128
2010-01-01,92.14843750000004,128
2010-02-01,82.30468749999999,128
2010-03-01,75.2421875,128
2010-04-01,57.88281250000001,128
2010-05-01,71.2421875,128
2010-06-01,52.6328125,128
2010-07-01,88.38281249999997,128
2010-08-01,91.50000000000001,128
2010-09-01,75.67187500000004,128
2010-10-01,82.875,128
2010-11-01,76.7578125,128
2010-12-01,76.10937500000003,128
2011-01-01,86.00781249999997,128
2011-02-01,79.60937500000001,128
2011-03-01,67.17968750000003,128
2011-04-01,69.82031250000001,128
2011-05-01,67.23437500000001,128
2011-06-01,82.96875,128
2011-07-01,91.85937499999999,128
2011-08-01,72.42187499999997,128
2011-09-01,58.0546875,128
2011-10-01,67.43750000000003,128
2011-11-01,72.86718749999996,128
2011-12-01,78.17187499999999,128
2012-01-01,72.48437499999997,128
2012-02-01,71.8046875,128
2012-03-01,59.58593749999999,128
2012-04-01,70.97656250000001,128
2012-05-01,58.6328125,128
2012-06-01,47.562499999999986,128
2012-07-01,77.35937500000003,128
2012-08-01,75.171875,128
2012-09-01,53.48437499999999,128
2012-10-01,66.265625,128
2012-11-01,76.9921875,128
2012-12-01,75.3125,128
2013-01-01,66.984375,128
2013-02-01,67.50781249999997,128
2013-03-01,66.03124999999997,128
2013-04-01,46.04687500000001,128
2013-05-01,65.85937499999999,128
2013-06-01,50.48437500000001,128
2013-07-01,60.546875,128
2013-08-01,74.65624999999999,128
2013-09-01,51.51562500000001,128
2013-10-01,57.2734375,128
2013-11-01,66.6484375,128
2013-12-01,68.92187499999999,128
2014-01-01,61.92187499999999,128
2014-02-01,59.20312500000001,128
2014-03-01,54.21093750000001,128
2014-04-01,55.90625,128
2014-05-01,52.359375,128
2014-06-01,39.03125,128
2014-07-01,54.929687499999986,128
2014-08-01,69.78125,128
2014-09-01,50.78125000000001,128
2014-10-01,53.19531249999999,128
2014-11-01,60.42968749999998,128
2014-12-01,68.03906249999999,128
2015-01-01,66.8125,128
2015-02-01,73.3828125,128
2015-03-01,60.75,128
2015-04-01,56.593750000000014,128
2015-05-01,54.88281249999999,128
2015-06-01,48.53125000000001,128
2015-07-01,65.35156250000004,128
2015-08-01,62.328125,128
2015-09-01,60.31249999999999,128
2015-10-01,66.9765625,128
2015-11-01,66.17968750000003,128
2015-12-01,73.02343750000001,128
2016-01-01,65.89843749999999,128
2016-02-01,64.7578125,128
2016-03-01,55.765625,128
2016-04-01,43.890625000000014,128
2016-05-01,44.2578125,128
2016-06-01,37.79687500000002,128
2016-07-01,58.7734375,128
2016-08-01,61.53906250000001,128
2016-09-01,49.460937500000014,128
2016-10-01,64.76562500000003,128
2016-11-01,53.640625,128
2016-12-01,67.00000000000003,128
2017-01-01,63.9296875,128
2017-02-01,73.54687499999999,128
2017-03-01,58.625,128
2017-04-01,60.0859375,128
2017-05-01,41.6484375,128
2017-06-01,46.25781249999999,128
2017-07-01,58.070312500000014,128
2017-08-01,60.078125000000014,128
2017-09-01,55.33593749999999,128
2017-10-01,65.49999999999997,128
2017-11-01,58.015625,128
2017-12-01,62.59375000000001,128
2018-01-01,55.98437499999999,128
2018-02-01,62.77343749999999,128
2018-03-01,60.546875,128
2018-04-01,38.2890625,128
2018-05-01,41.33593749999999,128
2018-06-01,38.921875,128
2018-07-01,56.187500000000014,128
2018-08-01,61.8359375,128
2018-09-01,49.843750000000014,128
2018-10-01,59.0234375,128
2018-11-01,63.96875,128
2018-12-01,63.7109375,128
2019-01-01,56.687499999999986,128
2019-02-01,59.6328125,128
2019-03-01,48.52343750000003,128
2019-04-01,58.093750000000014,128
2019-05-01,51.8515625,128
2019-06-01,38.929687500000014,128
2019-07-01,66.08593750000001,128
2019-08-01,66.140625,128
2019-09-01,52.296875,128
2019-10-01,64.3359375,128
2019-11-01,71.89062499999999,128
2019-12-01,70.5390625,128
2020-01-01,59.69531250000001,128
2020-02-01,62.10937500000001,128
2020-03-01,20.523437500000004,128
2020-04-01,4.687499999999999,128
2020-05-01,9.460937499999995,128
2020-06-01,17.25,128
2020-07-01,23.078125000000004,128
2020-08-01,34.03124999999998,128
2020-09-01,26.859374999999996,128
2020-10-01,27.89062500000001,128
2020-11-01,4.921875,128
2020-12-01,4.374999999999998,128
2021-01-01,3.0781249999999996,128
2021-02-01,3.632812499999999,128
2021-03-01,3.3359375000000004,128
2021-04-01,2.9531249999999996,128
2021-05-01,13.937500000000007,128
2021-06-01,18.210937499999996,128
2021-07-01,47.5078125,128
2021-08-01,57.089285714285715,112
2021-09-01,39.07843137254904,102
2021-10-01,49.18478260869565,92
2021-11-01,27.120689655172413,58
2021-12-01,17.875,32
2022-01-01,41.666666666666664,18
